000001|T0017001019031000002208|150316|30007|0003897630|0000042668|00000900|00000144|0000043712|0907
000002|T0017001019031000002200|150316|30007|0003899118|0000025602|00000900|00000144|0000026646|0914
000003|T0017001010031000000989|150316|19021|0003900051|0000022188|00000900|00000144|0000023232|0919
000004|T0017001019031000002199|150316|30007|0003900230|0000025602|00000900|00000144|0000026646|0919
000005|T0017001010031000000991|150316|19021|0003900560|0000055470|00000900|00000144|0000056514|0921
000006|T0017001019031000002159|150316|30083|0003902456|0000025602|00000900|00000144|0000026646|0929
000007|T0017001019031000002160|150316|30083|0003902723|0000025602|00000900|00000144|0000026646|0930
000008|T0017001031031000002180|150316|05002|0003904217|0000055470|00000900|00000144|0000056514|0937
000009|T0017001031031000002179|150316|05002|0003904613|0000022188|00000900|00000144|0000023232|0939
000010|T0017001019031000002168|150316|30007|0003904994|0000042668|00000900|00000144|0000043712|0940
000011|T0017001047031000002899|150316|30117|0003906548|0000034135|00000900|00000144|0000035179|0947
000012|T0017001054031000000511|150316|11008|0003906724|0000055000|00000900|00000144|0000056044|0948
000013|T0017001013031000003885|150316|30061|0003907626|0000025602|00000900|00000144|0000026646|0952
000014|T0017001013031000003884|150316|30061|0003908138|0000034135|00000900|00000144|0000035179|0954
000015|T0017001013031000003883|150316|30061|0003908403|0000017068|00000900|00000144|0000018112|0956
000016|T0017001003031000002077|150316|01011|0003909003|0000033281|00000900|00000144|0000034325|0958
000017|T0017001019031000002207|150316|30007|0003910135|0000042668|00000900|00000144|0000043712|1004
000018|T0017001019031000002203|150316|30007|0003911524|0000025602|00000900|00000144|0000026646|1010
000019|T0017001019031000002205|150316|30007|0003915735|0000025602|00000900|00000144|0000026646|1028
000020|T0017001019011000000395|150316|30111|0003916994|0000095968|00000900|00000144|0000097012|1033
000021|T0017001019031000002156|150316|30083|0003917595|0000042668|00000900|00000144|0000043712|1036
000022|T0017001047031000002856|150316|30114|0003917784|0000033864|00000900|00000144|0000034908|1037
000023|T0017001018031000003199|150316|30048|0003921289|0000055470|00000900|00000144|0000056514|1052
000024|T0017001019011000000568|150316|30007|0003922378|0000056450|00000900|00000144|0000057494|1056
000025|T0017001043031000002370|150316|11048|0003924062|0000042668|00000900|00000144|0000043712|1103
000026|T0017001019031000002202|150316|30007|0003924609|0000042668|00000900|00000144|0000043712|1105
000027|T0017001050031000001986|150316|15036|0003926432|0000025700|00000900|00000144|0000026744|1113
000028|T0017001050031000001989|150316|15036|0003896044|0000020000|00000900|00000144|0000021044|0847
000029|T0017001018031000003198|150316|30048|0003927106|0000046935|00000900|00000144|0000047979|1116
000030|T0017001043031000002305|150316|11039|0003975412|0000044000|00000900|00000144|0000045044|1627
000031|T0017001050031000001988|150316|15036|0003927166|0000050000|00000900|00000144|0000051044|1116
000032|T0017001050031000001987|150316|15036|0003927774|0000042700|00000900|00000144|0000043744|1118
000033|T0017001019031000002155|150316|30083|0003928685|0000034135|00000900|00000144|0000035179|1122
000034|T0017001019011000000598|150316|30007|0003928885|0000112901|00000900|00000144|0000113945|1123
000035|T0017001019011000000391|150316|30083|0003933043|0000084700|00000900|00000144|0000085744|1141
000036|T0017001019011000000235|150316|30083|0003933676|0000056450|00000900|00000144|0000057494|1144
000037|T0017001018031000003202|150316|30048|0003934030|0000055470|00000900|00000144|0000056514|1146
000038|T0017001019031000002201|150316|30007|0003934984|0000025602|00000900|00000144|0000026646|1150
000039|T0017001019031000002204|150316|30007|0003936580|0000025602|00000900|00000144|0000026646|1157
000040|T0017001019031000002206|150316|30007|0003936976|0000025602|00000900|00000144|0000026646|1159
000041|T0017001013031000003882|150316|30061|0003938152|0000025602|00000900|00000144|0000026646|1204
000042|T0017001013031000003881|150316|30061|0003938538|0000034135|00000900|00000144|0000035179|1206
000043|T0017001019011000000191|150316|30007|0003941259|0000073386|00000900|00000144|0000074430|1218
000044|T0017001013031000003880|150316|30061|0003943120|0000017068|00000900|00000144|0000018112|1227
000045|T0017001044031000004169|150316|20058|0003950093|0000034135|00000900|00000144|0000035179|1258
000046|T0017001044031000004165|150316|20058|0003950415|0000042668|00000900|00000144|0000043712|1300
000047|T0017001044031000004167|150316|20058|0003951074|0000025602|00000900|00000144|0000026646|1303
000048|T0017001019011000000237|150316|30083|0003960437|0000112900|00000900|00000144|0000113944|1348
000049|T0017001018011000000378|150316|30012|0003964026|0000135500|00000900|00000144|0000136544|1407
000050|T0017001050031000002142|150316|22005|0003967799|0000092200|00000900|00000144|0000093244|1429
000051|T0017001054031000000691|150316|11008|0003969606|0000020000|00000900|00000144|0000021044|1441
000052|T0017001043031000002266|150316|11048|0003971103|0000053528|00000900|00000144|0000054572|1451
000053|T0017001019011000000558|150316|30083|0003971163|0000073386|00000900|00000144|0000074430|1452
000054|T0017001044031000003754|150316|20058|0003972208|0000021994|00000900|00000144|0000023038|1502
000055|T0017001054031000000692|150316|11024|0003972712|0000017100|00000900|00000144|0000018144|1510
000056|T0017001044031000004060|150316|20090|0003974235|0000034135|00000900|00000144|0000035179|1542
000057|T0017001044031000004060|150316|20090|0003974261|0000034135|00000900|00000144|0000035179|1543
